station_name,station_line,count,actual_average,predicted_average,mae,mape,signed_error_percent
木場,5号線東西線,20,57450000.0,49679386.558509395,9051426.493023515,16.2790060527255,-10.645851952455367
赤羽,東北線,20,64450000.0,56074391.61518975,11291309.532723188,19.012647711105434,-3.3877673163908404
経堂,小田原線,20,64000000.0,56446291.95629065,9876134.380830215,19.148592026471654,-3.468183390654515
後楽園,4号線丸ノ内線,20,106250000.0,81279646.4211661,26028231.827052772,22.269029725020978,-18.958783155630087
上板橋,東上本線,20,40425000.0,37158900.88514864,10134521.713833397,32.20148228610435,9.937082067861896
辰巳,8号線有楽町線,19,98526315.78947368,85724773.83267878,13248799.711008782,12.485415410988617,-11.715325645048605
新中野,4号線丸ノ内線,19,46526315.78947368,41955623.33967135,5820510.648819573,13.528146287409518,-9.193940309930653
南町田グランベリーパーク,田園都市線,19,55684210.526315786,50006486.60554873,7188304.503973205,13.985846845358921,-7.627481287547911
幡ヶ谷,京王線,19,61884210.526315786,58761144.26470157,8718978.152921487,14.621648293603124,-6.715103571954844
北千住,常磐線,19,49157894.7368421,42351605.79469638,8379881.348176278,14.66878021718619,-10.237961852981456
綾瀬,9号線千代田線,19,42578947.368421055,36454047.09013936,7327034.847528503,15.15285340482905,-10.650896108558541
光が丘,12号線大江戸線,19,56105263.15789474,49315278.85305665,9658165.78955104,15.971361771074362,-8.860732970140978
東新宿,13号線副都心線,19,46421052.631578945,38133309.55156122,9186165.859997267,17.945705182192476,-15.4208804332519
青砥,押上線,19,40410526.315789476,34834579.826694965,7223991.469835937,18.1674079714398,-13.680357124555602
久米川,新宿線,19,26215789.47368421,24327077.147213865,4362598.258841287,19.37178021287904,-4.431896916890803
豊田,中央線,19,30142105.263157893,27713416.24284898,5804355.89197852,22.503647908981424,-1.0750984873822211
馬込,1号線浅草線,18,48777777.777777776,43389902.24167489,6082806.123894217,11.031665128522219,-7.884565837953555
船堀,10号線新宿線,18,58277777.777777776,53253170.25739045,7590547.115474484,12.17022456738334,-7.069257946075393
田原町,3号線銀座線,18,64000000.0,52716914.98671081,11522542.144294182,15.069968720110543,-14.737389371492505
