feature,importance
city,35.673946888894385
building_age,26.648893116689603
district_name,10.193800138854131
transaction_year,8.482842008408005
area_m2,6.1305085268774135
city_planning,5.3806095447111115
floor_plan,3.815702060513481
structure,2.8691727311226463
transaction_quarter,0.8045249839291162
